Date,Value
2026-02-05,0.0011928662325395556
2026-02-06,0.0011842583387775
2026-02-09,0.0011770180139390094
2026-02-10,0.001178304516284597
2026-02-11,0.0011730025568249378
2026-02-12,0.001172085967773062
2026-02-13,0.0011534249341046369
2026-02-17,0.0011536177291488982
2026-02-18,0.0011618369490813674
2026-02-19,0.001151550499714542
2026-02-20,0.0011525309976341623
2026-02-23,0.0011091896837185926
2026-02-24,0.0011488033056425476
2026-02-25,0.0011484903059795228
2026-02-26,0.0011488457503531114
